,,OFERTA HANDLOWA SELIGA,,,,,,
,,,,,,,,
,,,,,,,,
,,10.11.2024 – 12.12.2024,,,,,,
,,,,,,,,
LP,,NAZWA,ILOŚĆ ZAMÓWIONA,JM,KRAJ,VAT,Cena netto,Cena Brutto
176,121.0008,RZEPA BIAŁA DREWNO OP 10 KG IT,,KG,WŁOCHY,5%,"4,40","4,62"
177,121.0008(1),RZEPA CZARNA OP 5 KG PL,,KG,POLSKA,5%,"3,65","3,84"
179,66.0002,RZODKIEWKA OP 30 SZT PL,,SZT,POLSKA,5%,"1,85","1,95"
180,66.0001,SAŁATA DEKORACYJNA OP 12 SZT IT,,szt.,WŁOCHY,5%,"4,45","4,68"
181,08.0008(1)(1),"SAŁATA LODOWA "" LA PICUA "" I OP 10 SZT ES",,szt.,HISZPANIA,5%,"4,45","4,68"
182,67.0001(2),SAŁATA MIX PRIMA OP 8 SZT IT,,szt.,WŁOCHY,5%,"3,95","4,15"
183,106.0002,SAŁATA MASŁOWA IMP CZARNY PLASTIK OP 16 SZT IT,,szt.,WŁOCHY,5%,"3,00","3,15"
184,71.0001,SAŁATA MASŁOWA IMP DREWNO I OP 12 SZT BE,,szt.,BELGIA,5%,"4,85","5,10"
185,106.0008,SAŁATA RZYMSKA MINI I 250 G SZT ES,,SZT,HISZPANIA,5%,"4,85","5,10"
186,106.0015(2),SAŁATA RZYMSKA XL I OP 10 SZT ES,,SZT,HISZPANIA,5%,"6,05","6,36"
187,73.0001,SELER NACIOWY OP 16 SZT ES,,szt.,HISZPANIA,5%,"4,35","4,57"
188,131.0001(1)(1)(1)(7),SELER OP 5 KG PL,,KG,POLSKA,5%,"3,25","3,42"
189,131.0001(1)(1)(1)(6),SURÓWKA WITAMINA PL,,szt.,POLSKA,5%,"4,25","4,47"
190,131.0001(1)(1)(1)(9),SUSZ WIGILIJNY TACKA KLIMEK 250 G PL,,szt.,POLSKA,5%,"4,45","4,68"
191,74.0001(2),SUSZ WIGILIJNY TACKA LEŚNA DOLINA 140G,,szt.,POLSKA,5%,"4,70","4,94"
192,07.0047(1)(6),SZAŁWIA DONICZKA SZT PL,,szt.,POLSKA,8%,"7,25","7,83"
193,76.0001,SZCZAW DONICZKA SZT PL,,szt.,POLSKA,8%,"7,25","7,83"
194,77.0001,SZCZYPIOR DROBNY FOLIA SZT PL,,szt.,POLSKA,5%,"2,20","2,31"
195,78.0001,SZCZYPIOR FOLIA SZT PL,,szt.,POLSKA,5%,"1,70","1,79"
196,78.0002,SZPARAGI ZIELONE 450 G SZT PE,,szt.,PERU,5%,"28,95","30,40"
197,78.0003,SZPINAK PRIMA OP 8 SZT IT,,SZT.,WŁOCHY,5%,"3,95","4,15"
198,,SZPINAK ŚWIEŻY STYROPIAN OP 12 SZT IT,,szt.,WŁOCHY,5%,"4,55","4,78"
199,,ŚLIWKA WĘGIERKA DREWNO KG MD,,KG,MOŁDAWIA,5%,"6,20","6,51"
200,,TOPINAMBUR OP 5 KG FR,,KG,FRANCJA,5%,"10,10","10,61"
202,78.0005(2)(1)(1),TYMIANEK DONICZKA SZT PL,,SZT,POLSKA,8%,"9,95","10,75"
203,45.0004,WINOGRON BIAŁY RODZ. UCAK KG TR,,KG,TURCJA,5%,"18,70","19,64"
